Fecha,Ciudad,Nombre,Apellido,Género,Producto
2021-02-24,Bello,Iker,Vilar,Masculino,Choco box
2021-02-24,Medellin,Gloria,Llanos,Femenino,Virtuosa
2021-02-24,Bello,Bárbara,Manjón,Femenino,Completo
2021-02-24,Itagui,Reina,Esparza,Femenino,Sánduche
2021-02-24,Medellin,Dorotea,Moliner,Femenino,Completo
2021-02-24,San Antonio de Prado,Maura,Carro,Femenino,Mini gomas
2021-02-24,Caldas,Guiomar,Guerra,Masculino,Super Box
2021-02-24,Medellin,Nidia,Borrás,Femenino,Premium
2021-02-24,San Antonio de Prado,Florencia,Echeverría,Femenino,Sánduche
2021-02-24,Medellin,Narcisa,Quintana,Femenino,Kit de emergencia
2021-02-24,La Estrella,María José,Borrás,Femenino,Completo
2021-02-24,San Antonio de Prado,Consuela,Daza,Femenino,Completo
2021-02-24,Medellin,Rocío,Elorza,Femenino,Sánduche
2021-02-24,Bello,Ofelia,Tormo,Femenino,Mini gomas
2021-02-24,Itagui,Lidia,Saura,Femenino,Bizcopizza
2021-02-24,Medellin,Herberto,Morata,Masculino,Sánduche
2021-02-24,Medellin,Sonia,Figueroa,Femenino,Completo
2021-02-24,Itagui,Saturnino,Fuentes,Masculino,Fuerte
2021-02-24,Sabaneta,Anna,Rosado,Femenino,Cerv box
2021-02-24,Medellin,René,Segovia,Masculino,Choco candy
2021-02-24,Medellin,Genoveva,Mena,Femenino,Sánduche
2021-02-24,Itagui,Estela,Salinas,Femenino,Bizcopizza
2021-02-24,Medellin,Mariano,Gelabert,Masculino,Bandeja frutas
2021-02-24,Medellin,Salomé,Granados,Femenino,Variado
2021-02-24,Medellin,Teodosio,Suarez,Masculino,Tradicional
2021-02-24,Medellin,Candela,Pla,Femenino,Liviano
2021-02-24,Itagui,Zoraida,Maestre,Femenino,Completo
2021-02-24,La Estrella,Lupe,Vall,Femenino,Liviano
2021-02-24,Medellin,Aurelia,Iglesia,Femenino,Sánduche
2021-02-24,Sabaneta,Rosenda,Esparza,Femenino,Variado
2021-02-24,Medellin,Vilma,Borrás,Femenino,Variado
2021-02-24,Bello,Caridad,Gámez,Femenino,Choco box
2021-02-24,Itagui,Fidel,Mora,Masculino,Sánduche
2021-02-24,Medellin,Lidia,Segarra,Femenino,Premium
2021-02-24,Medellin,Marita,Macías,Femenino,Waffle
2021-02-24,Medellin,Vanesa,Olmo,Femenino,Liviano
2021-02-24,Medellin,Claudia,Valenciano,Femenino,Cupcakes
2021-02-24,Medellin,Elisabet,Tomas,Femenino,Fuerte
2021-02-24,Bello,María Pilar,Andreu,Femenino,Variado
2021-02-24,Itagui,Elodia,Camacho,Femenino,Variado
2021-03-26,Medellin,Olivia,Gallart,Femenino,Variado
2021-03-26,Bello,Osvaldo,Laguna,Masculino,Virtuosa
2021-03-26,Sabaneta,Paloma,Pinto,Femenino,Virtuosa
2021-03-26,Medellin,Vicenta,Rozas,Femenino,Completo
2021-03-26,Medellin,Donato,Ibáñez,Masculino,Variado
2021-03-26,Medellin,Ximena,Marcos,Femenino,Sánduche
2021-03-26,La Estrella,Esther,Arregui,Femenino,Sánduche
2021-03-26,Bello,Salvador,Barranco,Masculino,Bandeja frutas
2021-03-26,Medellin,María Luisa,Giralt,Femenino,Super Box
2021-03-26,La Estrella,Juan Bautista,Boada,Masculino,Sánduche
2021-03-26,Itagui,Amarilis,Echeverría,Femenino,V gomas
2021-03-26,Envigado,Mauricio,Sans,Masculino,Completo
2021-03-26,Bello,Sandra,Figueroa,Femenino,Tradicional
2021-03-26,San Antonio de Prado,Maricela,Pacheco,Femenino,Choco candy
2021-03-26,Sabaneta,Rafaela,Álvaro,Femenino,Bizcopizza
2021-03-26,San Antonio de Prado,Tere,Reig,Femenino,Sánduche
2021-03-26,La Estrella,Carlota,Capdevila,Femenino,Tradicional
2021-03-26,San Antonio de Prado,Claudia,Gomila,Femenino,Super Box
2021-03-26,Itagui,Victor Manuel,Domingo,Masculino,Variado
2021-03-26,Copacabana,Alex,Ramis,Masculino,Virtuosa
2021-03-26,Bello,Dulce,Conde,Femenino,Premium
2021-03-26,San Antonio de Prado,Feliciano,Mata,Masculino,Sánduche
2021-03-26,San Antonio de Prado,Nilo,Arnal,Masculino,Waffle
2021-03-26,Itagui,Sol,Parejo,Femenino,Waffle
2021-03-26,Sabaneta,Almudena,Oller,Femenino,Virtuosa
2021-03-26,La Estrella,Encarna,Riquelme,Femenino,Variado
2021-03-26,Sabaneta,Olga,Duran,Femenino,Fuerte
2021-03-26,Medellin,Maristela,Viña,Femenino,Bizcopizza
2021-03-26,Itagui,Candelas,Nevado,Femenino,Variado
2021-03-26,Medellin,Fortunata,Ortega,Femenino,Mini gomas
2021-03-26,Medellin,Pastora,Gargallo,Femenino,Fuerte
2021-03-26,Itagui,Otilia,Montes,Femenino,Kit de emergencia
2021-03-26,Medellin,Tania,Cabezas,Femenino,Sánduche
2021-03-26,Medellin,Abilio,Ruano,Masculino,Bandeja frutas
2021-03-26,Medellin,Hugo,Echeverría,Masculino,Completo
2021-03-26,Bello,Adelardo,Cañizares,Masculino,Sánduche
2021-03-26,Medellin,Corona,Llamas,Femenino,Bandeja frutas
2021-03-26,Medellin,Reinaldo,Pérez,Masculino,Fuerte
2021-03-26,Medellin,Salvador,Pacheco,Masculino,Fuerte
2021-03-26,Bello,Itziar,Plaza,Femenino,Bizcopizza
2021-03-26,Bello,Cornelio,Sanmiguel,Masculino,Virtuosa
2021-03-26,Envigado,Martirio,Noriega,Femenino,Liviano
2021-03-26,Copacabana,Luciana,Rocamora,Femenino,Tradicional
2021-03-26,Envigado,David,Azcona,Masculino,Bizcopizza
2021-03-26,Medellin,Dolores,Torrents,Femenino,Variado
2021-03-26,Sabaneta,Genoveva,Bellido,Femenino,Bizcopizza
2021-03-26,Copacabana,Epifanio,Cabello,Masculino,Sánduche
2021-03-26,Envigado,Amor,Cuenca,Femenino,Variado
2021-03-26,Sabaneta,Guiomar,Revilla,Femenino,Bizcopizza
2021-03-26,Medellin,Lorena,Cuesta,Femenino,Variado
2021-03-26,Bello,Esther,Herranz,Femenino,Variado
2021-03-26,Bello,Tamara,Barón,Femenino,Virtuosa
2021-03-26,Medellin,Simón,Garriga,Masculino,Variado
2021-03-26,Caldas,Jaime,Cortina,Masculino,Sánduche
2021-03-26,Sabaneta,Hilda,Salinas,Femenino,Tradicional
2021-03-26,Envigado,Anabel,Ballester,Femenino,Bandeja frutas
2021-03-26,Itagui,Angelino,Rius,Masculino,Variado
2021-03-26,Medellin,Angélica,Arregui,Femenino,Tradicional
2021-03-26,Bello,Vilma,Expósito,Femenino,Variado
2021-03-26,Medellin,Irma,Estévez,Femenino,Bizcopizza
2021-03-26,Medellin,Leticia,Zorrilla,Femenino,Choco candy
2021-03-26,Bello,Manuela,Nicolau,Femenino,Waffle
2021-03-26,Medellin,Tere,Madrid,Femenino,Choco box
2021-03-26,San Antonio de Prado,Óscar,Pérez,Masculino,Choco candy
2021-03-26,Caldas,Lucila,Solís,Femenino,Liviano
2021-03-26,Envigado,Marc,Angulo,Masculino,Choco box
2021-03-26,Bello,Micaela,Suárez,Femenino,Variado
2021-03-26,La Estrella,Eliseo,Sevillano,Masculino,Virtuosa
2021-03-26,Envigado,Geraldo,Lasa,Masculino,Waffle
2021-03-26,Medellin,Soraya,Almazán,Femenino,Fuerte
2021-03-26,Medellin,Reynaldo,Gallardo,Masculino,Tradicional
2021-03-26,Sabaneta,Curro,Durán,Masculino,Variado
2021-03-26,Caldas,Abilio,Soto,Masculino,Cupcakes
2021-03-26,Itagui,Loreto,Patiño,Femenino,Sánduche
2021-03-26,Medellin,Melisa,Cózar,Femenino,Variado
2021-03-26,Itagui,Verónica,Alfonso,Femenino,Liviano
2021-03-26,Itagui,Victor,Jaén,Masculino,Waffle
2021-03-26,Caldas,Alma,Camacho,Femenino,Waffle
2021-03-26,Sabaneta,Apolinar,Carmona,Masculino,Premium
2021-03-26,Copacabana,Samanta,Gomez,Femenino,Sánduche
2021-03-26,San Antonio de Prado,Juliana,Oller,Femenino,Sánduche
2021-03-26,Medellin,Vilma,Vidal,Femenino,Virtuosa
2021-03-26,Medellin,Noelia,Perales,Femenino,V gomas
2021-03-26,Sabaneta,Amado,Llanos,Masculino,Variado
2021-03-26,Bello,Eugenio,Ojeda,Masculino,Bandeja fresas
2021-03-26,Medellin,Alba,Llorente,Femenino,Variado
2021-03-26,Caldas,María,Noguera,Masculino,Virtuosa
2021-03-26,Envigado,Jerónimo,Hervia,Masculino,Variado
2021-03-26,Sabaneta,Julie,Villena,Femenino,Variado
2021-03-26,Medellin,Inmaculada,Escudero,Femenino,Sánduche
2021-03-26,Envigado,Consuelo,Gibert,Femenino,Premium
2021-03-26,Copacabana,Maribel,Torrent,Femenino,Bizcopizza
2021-03-26,La Estrella,Pilar,Barrio,Femenino,Sánduche
2021-03-26,Envigado,Áurea,Carretero,Femenino,Sánduche
2021-03-26,Envigado,Calixto,Leiva,Masculino,Virtuosa
2021-03-26,Medellin,María Del Carmen,Díaz,Femenino,Choco box
2021-03-26,Envigado,Alma,Acosta,Femenino,Fuerte
2021-03-26,Sabaneta,Encarnación,Andrés,Femenino,Tradicional
2021-03-26,Itagui,Amarilis,Godoy,Femenino,Waffle
2021-03-26,Sabaneta,Arturo,Sales,Masculino,V gomas
2021-03-26,Bello,Cruz,Pardo,Masculino,Bizcopizza
2021-03-26,Copacabana,Daniela,Palacio,Femenino,Cerv box
2021-03-26,Sabaneta,Calixta,Hernández,Femenino,Waffle
2021-03-26,Medellin,Carlota,Pulido,Femenino,Sánduche
2021-03-26,Medellin,Natalio,Castrillo,Masculino,Sánduche
2021-03-26,Medellin,Ámbar,Gálvez,Femenino,Bizcopizza
2021-03-26,San Antonio de Prado,Lilia,Hoyos,Femenino,Cupcakes
2021-03-26,La Estrella,Loreto,Roma,Femenino,Variado
2021-03-26,San Antonio de Prado,Lupe,Gonzalo,Femenino,Sánduche
2021-03-26,Medellin,Aroa,Calleja,Femenino,Super Box
2021-03-26,Medellin,Petrona,Anguita,Femenino,Liviano
2021-03-26,San Antonio de Prado,Olga,Adadia,Femenino,Premium
2021-03-26,San Antonio de Prado,Florencio,Mármol,Masculino,Bizcopizza
2021-03-26,Medellin,Francisca,Casanovas,Femenino,V fresas
2021-03-26,Medellin,Kike,Egea,Masculino,Choco candy
2021-03-26,Medellin,Nerea,Vallés,Femenino,Tradicional
2021-03-26,Bello,Pedro,Franco,Masculino,Choco candy
2021-03-26,Sabaneta,Delia,Estévez,Femenino,Virtuosa
2021-03-26,Medellin,Luisa,Fuster,Femenino,Sánduche
2021-03-26,Medellin,Roberto,Busquets,Masculino,Cerv box
2021-03-26,Medellin,Albina,Rosado,Femenino,Completo
2021-03-26,Bello,Amalia,Navarrete,Femenino,Completo
2021-03-26,Sabaneta,Antonia,Álamo,Femenino,Variado
2021-03-26,Medellin,Anita,Carnero,Femenino,Variado
2021-03-26,Medellin,Xavier,Sabater,Masculino,Bizcopizza
2021-03-26,Bello,Luz,Soriano,Femenino,Sánduche
2021-03-26,Envigado,Victoria,Torrent,Femenino,Cerv box
2021-03-26,La Estrella,Ana Sofía,Yáñez,Femenino,Completo
2021-03-26,Itagui,Victor Manuel,Morán,Masculino,Variado
2021-03-26,Bello,Josué,Neira,Masculino,Variado
2021-03-26,Medellin,Fidel,Badía,Masculino,Bizcopizza
2021-03-26,San Antonio de Prado,Adriana,Abad,Femenino,Variado
2021-03-26,La Estrella,Sofía,Cáceres,Femenino,Waffle
2021-03-26,La Estrella,Gala,Cantón,Femenino,Variado
2021-03-26,Medellin,Adelia,Jordán,Femenino,Waffle
2021-03-26,Medellin,Berto,Moliner,Masculino,Liviano
2021-03-26,Medellin,Leonel,Fuertes,Masculino,Cupcakes
2021-03-26,Medellin,Vanesa,Olivera,Femenino,Premium
2021-03-26,Medellin,Isa,Castejón,Femenino,Variado
2021-03-26,Medellin,Amor,Vega,Femenino,Virtuosa
2021-03-26,La Estrella,Oriana,Pujadas,Femenino,Choco candy
2021-03-26,Envigado,Nilda,Machado,Femenino,Cerv box
2021-03-26,Medellin,Maite,Benito,Femenino,Mini gomas
2021-03-26,San Antonio de Prado,Edmundo,Carvajal,Masculino,Virtuosa
2021-03-26,Caldas,Gracia,Posada,Femenino,Sánduche
2021-03-26,Copacabana,Ignacio,Muro,Masculino,Bizcopizza
2021-03-26,Itagui,Ruth,Riera,Femenino,Kit de emergencia
2021-03-26,Itagui,Morena,González,Femenino,Sánduche
2021-03-26,San Antonio de Prado,Montserrat,Gallart,Femenino,Cupcakes
2021-03-26,Medellin,Vito,Leiva,Masculino,Variado
2021-03-26,Envigado,Gabriel,Daza,Masculino,Liviano
2021-03-26,Medellin,Che,Balaguer,Masculino,Sánduche
2021-03-26,San Antonio de Prado,Haydée,Vilar,Femenino,Liviano
2021-03-26,Caldas,Maura,Montaña,Femenino,Liviano
2021-03-26,Envigado,Ana,Reguera,Femenino,Completo
2021-03-26,Medellin,Ainoa,Villaverde,Femenino,Variado
2021-03-26,La Estrella,Dimas,Ferrández,Masculino,Completo
2021-03-26,Medellin,Norberto,Izquierdo,Masculino,Variado
2021-03-26,Sabaneta,Salvador,Porta,Masculino,Completo
2021-03-26,Medellin,Sandra,Alonso,Femenino,Completo
2021-03-26,Itagui,Gisela,Ferrero,Femenino,Sánduche
2021-03-26,Bello,Teodosio,Villalobos,Masculino,Variado
2021-03-26,Caldas,Encarna,Báez,Femenino,Sánduche
2021-03-26,La Estrella,Leonardo,Teruel,Masculino,Virtuosa
2021-03-26,Medellin,Luisa,Pons,Femenino,Variado
2021-03-26,La Estrella,Rubén,Carvajal,Masculino,Variado
2021-03-26,Itagui,Ángela,Alonso,Femenino,Sánduche
2021-03-26,Envigado,Tiburcio,Velázquez,Masculino,Cerv box
2021-03-26,La Estrella,Prudencio,Gascón,Masculino,Completo
2021-03-26,Bello,Selena,Quevedo,Femenino,Variado
2021-03-26,San Antonio de Prado,Teobaldo,Sastre,Masculino,Premium
2021-03-26,Bello,Isaías,Rey,Masculino,Sánduche
2021-03-26,La Estrella,Odalis,Durán,Femenino,Sánduche
2021-03-26,Envigado,Carla,Jaume,Femenino,Completo
2021-03-26,Envigado,Carmina,Miró,Femenino,Sánduche
2021-03-26,Medellin,Calista,Losa,Femenino,Tradicional
2021-03-26,Bello,Anunciación,Espada,Femenino,Waffle
2021-03-26,La Estrella,Isaura,Acero,Femenino,Completo
2021-03-26,Medellin,Jose Luis,Saavedra,Masculino,V gomas
2021-03-26,La Estrella,Rufina,Romero,Femenino,Waffle
2021-03-26,La Estrella,Amelia,Hernando,Femenino,Completo
2021-03-26,La Estrella,Carmelita,Pinedo,Femenino,Virtuosa
2021-03-26,Bello,Elba,Fábregas,Femenino,Mecatera
2021-03-26,Bello,José Ángel,Comas,Masculino,Virtuosa
2021-03-26,Medellin,Gastón,Carreras,Masculino,Sánduche
2021-03-26,Medellin,Chuy,Coloma,Masculino,Sánduche
2021-03-26,Bello,Dorotea,Ballester,Femenino,Completo
2021-03-26,Sabaneta,Apolinar,Murillo,Masculino,Sánduche
2021-03-26,San Antonio de Prado,Salud,Amo,Femenino,Variado
2021-03-26,Medellin,Virgilio,Tejera,Masculino,Fuerte
2021-03-26,La Estrella,Elba,Huguet,Femenino,Liviano
2021-03-26,Itagui,Josefina,Noguera,Femenino,Virtuosa
2021-03-26,Medellin,Alondra,Manso,Femenino,Tradicional
2021-03-26,Medellin,Nieves,Cordero,Femenino,Virtuosa
2021-03-26,La Estrella,Julia,Ribera,Femenino,Virtuosa
2021-03-26,Medellin,Julie,Martinez,Femenino,Variado
2021-03-26,Itagui,Gloria,Catalán,Femenino,Fuerte
2021-03-26,Medellin,Vicente,Amores,Masculino,V fresas
2021-03-26,Itagui,Eli,Jurado,Femenino,Choco box
2021-03-26,La Estrella,Dionisia,Manuel,Femenino,Sánduche
2021-03-26,Medellin,Gracia,Porras,Femenino,Cerv box
2021-03-26,Medellin,Graciela,Gonzalo,Femenino,Premium
2021-03-26,Sabaneta,Felisa,Bernad,Femenino,Tradicional
2021-03-26,Sabaneta,Heraclio,Otero,Masculino,V fresas
2021-03-26,Bello,Adelia,Briones,Femenino,Sánduche
2021-03-26,Copacabana,Gracia,Fuente,Femenino,Liviano
2021-03-26,Medellin,Néstor,Céspedes,Masculino,Completo
2021-03-26,Bello,Luna,Álvaro,Femenino,Sánduche
2021-03-26,Itagui,Catalina,Álvaro,Femenino,Premium
2021-03-26,Copacabana,Regina,Torre,Femenino,Choco candy
2021-03-26,Bello,Emelina,Nicolás,Femenino,Bizcopizza
2021-03-26,Envigado,Matilde,Valero,Femenino,Super Box
2021-03-26,San Antonio de Prado,Ainoa,Castillo,Femenino,Fuerte
2021-03-26,Medellin,Clara,Montoya,Femenino,Sánduche
2021-03-26,Envigado,Maite,Gomez,Femenino,Cupcakes
2021-03-26,Medellin,Bautista,Mora,Masculino,Choco candy
2021-03-26,La Estrella,Josefa,Requena,Femenino,Sánduche
2021-03-26,Copacabana,Socorro,Pedraza,Femenino,Variado
2021-03-26,Itagui,Teodosio,Segovia,Masculino,Premium
2021-03-26,Itagui,Eva María,Bustamante,Femenino,Mini gomas
2021-03-26,Bello,Socorro,Jover,Femenino,Variado
2021-03-26,San Antonio de Prado,Inocencio,Gual,Masculino,Mecatera
2021-03-26,Caldas,Elba,Crespo,Femenino,Bizcopizza
2021-03-26,Sabaneta,Palmira,Cabo,Femenino,Variado
2021-03-26,La Estrella,Maite,Gálvez,Femenino,Premium
2021-03-26,Medellin,Blas,Arnau,Masculino,Mini gomas
2021-03-26,La Estrella,Macaria,Porcel,Femenino,Tradicional
2021-03-26,Sabaneta,Bernabé,Larrea,Masculino,Completo
2021-03-26,Sabaneta,Ana Belén,Valverde,Femenino,Virtuosa
2021-03-26,Itagui,Emiliana,Rincón,Femenino,Super Box
2021-03-26,Bello,Filomena,Ledesma,Femenino,Sánduche
2021-03-26,Caldas,Filomena,Gil,Femenino,Bizcopizza
2021-03-26,Envigado,Armida,Cueto,Femenino,Fuerte
2021-03-26,Medellin,Javi,Carrera,Masculino,Variado
2021-03-26,Medellin,Albert,Silva,Masculino,Tradicional
2021-03-26,Medellin,Amor,Menéndez,Masculino,Premium
2021-03-26,Caldas,Cirino,Zapata,Masculino,Tradicional
2021-03-26,Medellin,Charo,Macías,Femenino,Super Box
2021-03-26,Itagui,Otilia,Camino,Femenino,Fuerte
2021-03-26,Medellin,Ana Sofía,Tovar,Femenino,Variado
2021-03-26,La Estrella,Anastasia,Contreras,Femenino,Completo
2021-03-26,Medellin,Basilio,Pineda,Masculino,Variado
2021-03-26,Bello,Bernardita,Blanca,Femenino,Completo
2021-03-26,Sabaneta,Manuela,Tomas,Femenino,Virtuosa
2021-03-26,Medellin,Marc,Cabrera,Masculino,Sánduche
2021-03-26,San Antonio de Prado,Eusebio,Valentín,Masculino,Sánduche
2021-03-26,Sabaneta,Luisa,Naranjo,Femenino,Premium
2021-03-26,Itagui,Juana,Blázquez,Femenino,Bizcopizza
2021-03-26,Caldas,Leticia,Torres,Femenino,V gomas
2021-03-26,Caldas,Fausto,Gámez,Masculino,Choco box
2021-03-26,Itagui,Perlita,Romero,Femenino,Sánduche
2021-03-26,Medellin,Angélica,Tudela,Femenino,Sánduche
2021-03-26,Sabaneta,Rolando,Calatayud,Masculino,Liviano
2021-03-26,Caldas,Nayara,Luján,Femenino,Variado
2021-03-26,La Estrella,Felisa,Gimenez,Femenino,Variado
2021-03-26,Copacabana,Pío,Sanz,Masculino,V gomas
2021-03-26,San Antonio de Prado,Carlota,Real,Femenino,Virtuosa
2021-03-26,La Estrella,Fabricio,Nadal,Masculino,Virtuosa
2021-03-26,Bello,Leopoldo,Puente,Masculino,Variado
2021-03-26,Sabaneta,Fortunato,Carreras,Masculino,Sánduche
2021-03-26,Medellin,Ale,Nicolau,Masculino,Completo
2021-04-25,Itagui,Gonzalo,Villegas,Masculino,Mini gomas
2021-04-25,Sabaneta,Borja,Corbacho,Masculino,Fuerte
2021-04-25,Itagui,Claudio,Conesa,Masculino,Sánduche
2021-04-25,Itagui,Perla,Barrios,Femenino,Virtuosa
2021-04-25,La Estrella,Mar,Gual,Femenino,Premium
2021-04-25,Copacabana,Maximino,Mata,Masculino,Kit de emergencia
2021-04-25,Itagui,Emma,Gonzalo,Femenino,Sánduche
2021-04-25,Envigado,Amador,Robles,Masculino,Sánduche
2021-04-25,Medellin,Herminia,Pla,Femenino,Premium
2021-04-25,La Estrella,Elisabet,Aguado,Femenino,Fuerte
2021-04-25,Caldas,Luis Miguel,Villanueva,Masculino,Choco candy
2021-04-25,Caldas,Julio,Herrera,Masculino,Liviano
2021-04-25,Caldas,José,Fuster,Femenino,Sánduche
2021-04-25,Bello,Belen,Martín,Femenino,Variado
2021-04-25,Bello,Manu,Bastida,Femenino,Fuerte
2021-04-25,Caldas,Lucas,Santana,Masculino,Sánduche
2021-04-25,La Estrella,Aníbal,Domingo,Masculino,Virtuosa
2021-04-25,Medellin,Jerónimo,Anglada,Masculino,Choco candy
2021-04-25,Envigado,Filomena,Haro,Femenino,Premium
2021-04-25,Sabaneta,Maximino,Bustos,Masculino,Variado
2021-04-25,San Antonio de Prado,Lorenzo,Caballero,Masculino,Mini gomas
2021-04-25,Sabaneta,Irene,Toledo,Femenino,Variado
2021-04-25,Medellin,Rufina,Lumbreras,Femenino,Virtuosa
2021-04-25,Bello,Eli,Quevedo,Femenino,Sánduche
2021-04-25,Bello,Lorena,Carnero,Femenino,Tradicional
2021-04-25,Envigado,Remedios,Vazquez,Femenino,Completo
2021-04-25,La Estrella,Cloe,Escribano,Femenino,Bandeja fresas
2021-04-25,Bello,Juanito,Gimeno,Masculino,Tradicional
2021-04-25,San Antonio de Prado,Remedios,Chamorro,Femenino,Fuerte
2021-04-25,Bello,Estela,Blanes,Femenino,Sánduche
2021-04-25,La Estrella,Amada,Sáez,Femenino,Variado
2021-04-25,Itagui,Azahara,Ponce,Femenino,Sánduche
2021-04-25,Itagui,Wálter,Roca,Masculino,Premium
2021-04-25,La Estrella,César,Torrijos,Masculino,Bizcopizza
2021-04-25,Bello,Noelia,Bernal,Femenino,Waffle
2021-04-25,Bello,Calixta,Salas,Femenino,Super Box
2021-04-25,Itagui,Eusebia,Folch,Femenino,Completo
2021-04-25,Envigado,Valeria,Torres,Femenino,Variado
2021-04-25,Itagui,Andrés,Abellán,Masculino,Virtuosa
2021-04-25,Medellin,Salomé,Villalba,Femenino,Sánduche
2021-04-25,La Estrella,Aura,Tapia,Femenino,Liviano
2021-04-25,Caldas,Liliana,Taboada,Femenino,Bizcopizza
2021-04-25,San Antonio de Prado,Cloe,Pujol,Femenino,Sánduche
2021-04-25,Medellin,Maximiano,Estévez,Masculino,Mecatera
2021-04-25,La Estrella,Jose Carlos,Sacristán,Masculino,Bizcopizza
2021-04-25,Bello,Gervasio,Cáceres,Masculino,Sánduche
2021-04-25,Bello,Maura,Estévez,Femenino,Waffle
2021-04-25,Envigado,Tito,Moraleda,Masculino,Bizcopizza
2021-04-25,Sabaneta,Ofelia,Narváez,Femenino,Sánduche
2021-04-25,La Estrella,Telmo,Castrillo,Masculino,Waffle
2021-04-25,Medellin,Calixta,Canales,Femenino,Sánduche
2021-04-25,Bello,Jacobo,Vallejo,Masculino,Completo
2021-04-25,Bello,Beatriz,Rodriguez,Femenino,Sánduche
2021-04-25,Caldas,Sonia,Amat,Femenino,Sánduche
2021-04-25,Itagui,Bienvenida,Olivares,Femenino,Fuerte
2021-04-25,Bello,Joaquina,Ricart,Femenino,Mini gomas
2021-04-25,Sabaneta,Teodora,Carrión,Femenino,Virtuosa
2021-04-25,San Antonio de Prado,Carlota,Múñiz,Femenino,Completo
2021-04-25,Medellin,Plinio,Molins,Masculino,Completo
2021-04-25,Envigado,Magdalena,Saldaña,Femenino,Variado
2021-04-25,Medellin,Íngrid,Castells,Femenino,Liviano
2021-04-25,Medellin,Esmeralda,Hoyos,Femenino,Completo
2021-04-25,Envigado,Marita,León,Femenino,Sánduche
2021-04-25,Itagui,Cintia,Cordero,Femenino,Bizcopizza
2021-04-25,Sabaneta,Graciana,Chaparro,Femenino,Virtuosa
2021-04-25,Medellin,Odalys,Alcalde,Femenino,Sánduche
2021-04-25,Medellin,Gustavo,Colom,Masculino,Waffle
2021-04-25,Envigado,Vera,Santiago,Femenino,Bizcopizza
2021-04-25,Itagui,Marisela,Riba,Femenino,Premium
2021-04-25,La Estrella,Antonio,Agustí,Masculino,Liviano
2021-04-25,San Antonio de Prado,Herminio,Carrera,Masculino,Liviano
2021-04-25,Sabaneta,Alba,Botella,Femenino,Premium
2021-04-25,San Antonio de Prado,Amparo,Morcillo,Femenino,Tradicional
2021-04-25,Itagui,Paulina,Sala,Femenino,Choco candy
2021-04-25,Caldas,Paz,Cabo,Femenino,Variado
2021-04-25,Bello,Visitación,Mateu,Femenino,Completo
2021-04-25,San Antonio de Prado,Maxi,Bertrán,Femenino,Completo
2021-04-25,Medellin,Severo,Barriga,Masculino,Variado
2021-04-25,Medellin,Gisela,Ribes,Femenino,V fresas
2021-04-25,Medellin,Brunilda,Andrés,Femenino,Sánduche
2021-04-25,La Estrella,Jimena,Aguilera,Femenino,Variado
2021-04-25,Itagui,Pacífica,Ferrándiz,Femenino,Liviano
2021-04-25,Envigado,Renata,Robles,Femenino,Virtuosa
2021-04-25,Sabaneta,Candelario,Valenzuela,Masculino,Tradicional
2021-04-25,Bello,Brunilda,Lladó,Femenino,Sánduche
2021-04-25,La Estrella,Amelia,Daza,Femenino,Waffle
2021-04-25,Bello,Guiomar,Viñas,Femenino,Fuerte
2021-04-25,Medellin,Catalina,Armengol,Femenino,Bizcopizza
2021-04-25,Medellin,Lola,Sabater,Femenino,Completo
2021-04-25,Bello,Laura,Pedro,Femenino,Variado
2021-04-25,Medellin,Paola,Villalba,Femenino,Super Box
2021-04-25,San Antonio de Prado,Máxima,Román,Femenino,Fuerte
2021-04-25,Bello,Marcelo,Peiró,Masculino,V gomas
2021-04-25,Caldas,María,Blanes,Masculino,Variado
2021-04-25,Itagui,Sosimo,Carrillo,Masculino,Bizcopizza
2021-04-25,Envigado,Trinidad,Lopez,Masculino,Bizcopizza
2021-04-25,Medellin,Luciano,Vallés,Masculino,Waffle
2021-04-25,Copacabana,Vidal,Checa,Masculino,Completo
2021-04-25,San Antonio de Prado,Rosenda,Bartolomé,Femenino,Variado
2021-04-25,San Antonio de Prado,Juan Francisco,Vilanova,Masculino,Liviano
2021-04-25,Copacabana,Bernarda,Abascal,Femenino,Variado
2021-04-25,Bello,Bernardita,Almansa,Femenino,Sánduche
2021-04-25,Caldas,Nazario,Zabaleta,Masculino,Virtuosa
2021-04-25,Sabaneta,Teófilo,Mariño,Masculino,Variado
2021-04-25,Sabaneta,Ramón,Comas,Masculino,Fuerte
2021-04-25,Envigado,Amada,Pol,Femenino,Cupcakes
2021-04-25,Sabaneta,Sara,Zamorano,Femenino,Tradicional
2021-04-25,Medellin,Piedad,Anglada,Femenino,Variado
2021-04-25,Sabaneta,Magdalena,Garrido,Femenino,Waffle
2021-04-25,San Antonio de Prado,Toribio,Sarabia,Masculino,Tradicional
2021-04-25,Bello,Carmina,Dominguez,Femenino,Virtuosa
2021-04-25,Envigado,África,Guillén,Femenino,Waffle
2021-04-25,Itagui,Lorenza,Quevedo,Femenino,Virtuosa
2021-04-25,Itagui,Rafaela,Pazos,Femenino,Cupcakes
2021-04-25,Itagui,Nilda,Bilbao,Femenino,Variado
2021-04-25,Medellin,Elías,Alvarez,Masculino,Choco candy
2021-04-25,Envigado,Emigdio,Leal,Masculino,Sánduche
2021-04-25,Itagui,Hilda,Blanch,Femenino,Choco candy
